title,description,instructions,type,mobile,width,height,url,game_id,iframe_url,embed_code,thumb
Fashion Challenge: Catwalk Run,"Fashion Challenge: Catwalk Run is a stylish dress-up game where you join glamorous catwalk competitions. Pick the perfect outfit, match accessories, style your hair, and impress the judges. Travel to fashion shows around the world, earn points, unlock outfits, and become a global trendsetter. Win challenges to climb the leaderboard and prove your fashion sense. Every level brings a new style theme to conquer!",Use MOUSE and LEFT-CLICK to apply dresses on your character between the options during the walk.,html5,false,960,600,https://html5.gamedistribution.com/35cb69aa087a4b90ba9179a8422bb9eb/,35cb69aa087a4b90ba9179a8422bb9eb,https://html5.gamedistribution.com/35cb69aa087a4b90ba9179a8422bb9eb/,"<iframe src=""https://html5.gamedistribution.com/35cb69aa087a4b90ba9179a8422bb9eb/"" width=""960"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/35cb69aa087a4b90ba9179a8422bb9eb-512x384.jpg
Italian Brainrot Jigsaw,"Italian Brainrot Jigsaw is a funny puzzle game with the most popular meme characters. You can select one of the fifteen images and then select one of the four modes (16, 36, 64 and 100 pieces). Select your favorite picture and complete the jigsaw in the shortest time possible! Have fun and enjoy!",Use mouse or touch on the screen to solve the puzzle!,html5,false,1920,1080,https://html5.gamedistribution.com/3388b07a2043416281e6c33040252ca5/,3388b07a2043416281e6c33040252ca5,https://html5.gamedistribution.com/3388b07a2043416281e6c33040252ca5/,"<iframe src=""https://html5.gamedistribution.com/3388b07a2043416281e6c33040252ca5/"" width=""1920"" height=""1080"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/3388b07a2043416281e6c33040252ca5-512x384.jpg
Dino Hide N Shoot,"Do you want to begin a fun dinosaur-themed shooting game in Dino Hide N Shoot? Play a brave gunman on an exciting adventure! In this game, you will constantly run to avoid the attack of dinosaurs.And pick up the bullets, accumulate enough firepower. Pay attention to using the box as cover,seize the moment to shoot at the dinosaur! The gameplay is simple yet challenging.",Mouse click or tap to play,html5,false,750,1334,https://html5.gamedistribution.com/b549f99723724f8a852c0bdab829faaa/,b549f99723724f8a852c0bdab829faaa,https://html5.gamedistribution.com/b549f99723724f8a852c0bdab829faaa/,"<iframe src=""https://html5.gamedistribution.com/b549f99723724f8a852c0bdab829faaa/"" width=""750"" height=""1334"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/b549f99723724f8a852c0bdab829faaa-512x384.jpg
Digger Fighter in the Maze,"Digger Fighter in the Maze is an action-packed adventure game that takes you deep into a mysterious underground labyrinth filled with secrets, dangers, and treasures. Step into the shoes of a brave digger fighter as you tunnel your way through winding mazes, uncover hidden paths, and gather valuable resources. Along the way, you'll meet and recruit powerful allies, each with unique abilities that can help you overcome obstacles and defeat fierce enemies.","Move: Swipe or use on-screen controls to navigate the maze.
Dig: Tap to dig through dirt and discover hidden paths.
Interact: Approach NPCs to talk, accept quests, or unlock help.
Battle: Use your weapon and special abilities to fight enemies in real-time combat.
Team Up: Recruit allies you meet in the maze—each with unique skills.
Solve: Use levers, pressure plates, and objects to solve puzzles and unlock new areas.
Prepare: Gather items and upgrade your gear to face the final boss.",html5,false,800,600,https://html5.gamedistribution.com/d055c4fa86664e88997a02c6e296c818/,d055c4fa86664e88997a02c6e296c818,https://html5.gamedistribution.com/d055c4fa86664e88997a02c6e296c818/,"<iframe src=""https://html5.gamedistribution.com/d055c4fa86664e88997a02c6e296c818/"" width=""800"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/d055c4fa86664e88997a02c6e296c818-512x512.jpg
Idle Bathroom Empire Tycoon,"Ready to become the ultimate bathroom tycoon? In this exciting mix of simulation, management, and idle tycoon gameplay, you’ll start with a small restroom. Grow it into a luxurious five-star hygiene haven! Upgrade facilities, optimize services, and expand your empire to make your bathroom the most popular spot in town. Manage your front desk with care, and faster cashiering will give you more cash flow.","Mouse click or tap to play
",html5,false,1280,720,https://html5.gamedistribution.com/c4e9e00326f941b3b799991cd638ff59/,c4e9e00326f941b3b799991cd638ff59,https://html5.gamedistribution.com/c4e9e00326f941b3b799991cd638ff59/,"<iframe src=""https://html5.gamedistribution.com/c4e9e00326f941b3b799991cd638ff59/"" width=""1280"" height=""720"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/c4e9e00326f941b3b799991cd638ff59-512x384.jpg
Tung Tung Sahur: Obby Challenge,"Jump into the viral madness of Tung Tung Sahur: Obby Challenge — a hilarious meme-based platformer where you dodge traps, jump across chaos, and try to survive with style. Inspired by trending TikTok memes, especially the absurd world of Italian Brainrot Animals. Play as the one and only meme legend, Tung Tung Sahur, and conquer chaotic Obby parkour levels like never before.","Controls:
 W, A, S, D – Move
 Spacebar – Jump
 Mouse – Look Around",html5,false,960,600,https://html5.gamedistribution.com/5663a7467cf441d9b4604a890ed0f1ed/,5663a7467cf441d9b4604a890ed0f1ed,https://html5.gamedistribution.com/5663a7467cf441d9b4604a890ed0f1ed/,"<iframe src=""https://html5.gamedistribution.com/5663a7467cf441d9b4604a890ed0f1ed/"" width=""960"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/5663a7467cf441d9b4604a890ed0f1ed-512x384.jpg
Mr Disc: Slingshot Strike,"Mr Disc is here to strike! Swipe, aim, and throw powerful discs to smash enemies, break obstacles, and clear every level in style.
Easy to play, hard to master – can you become the ultimate Slingshot Striker?",Be Mr Disc! Swipe to throw discs and knock out everything in your path,html5,false,800,600,https://html5.gamedistribution.com/2486aff8a1f7483ea474ce41a8eac0b8/,2486aff8a1f7483ea474ce41a8eac0b8,https://html5.gamedistribution.com/2486aff8a1f7483ea474ce41a8eac0b8/,"<iframe src=""https://html5.gamedistribution.com/2486aff8a1f7483ea474ce41a8eac0b8/"" width=""800"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/2486aff8a1f7483ea474ce41a8eac0b8-512x384.jpg
Match Masters,"Match Masters is a real-time multiplayer match-3 puzzle game where players compete head-to-head on the same board. Each move requires strategic thinking, as it can benefit both you and your opponent. Utilize unique boosters, participate in tournaments, and climb the global leaderboards in this dynamic and engaging game.","Match 3 or more tiles of the same color to score points.
Matching blue stars charges your booster; red circles charge your opponent's.
Activate your booster strategically to gain an advantage.
Each player takes turns, making every move crucial.",html5,false,720,1280,https://html5.gamedistribution.com/0892eba96e364117b73df34b46d98c6d/,0892eba96e364117b73df34b46d98c6d,https://html5.gamedistribution.com/0892eba96e364117b73df34b46d98c6d/,"<iframe src=""https://html5.gamedistribution.com/0892eba96e364117b73df34b46d98c6d/"" width=""720"" height=""1280"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/0892eba96e364117b73df34b46d98c6d-512x384.jpg
Horror Playtime Room Escape,Challenge your brain to break through the fog of horror. In Horror Playtime - Room Escape you will enter a mysterious story. You spend your birthday with Ye Chen on the roof of a building. The strange woman suddenly appeared and trapped you in a horrible room. Enter many rooms full of puzzles and horror! Use your brain to solve hidden things and uncover the truth of horror stories. Every detail in the room is full of mystery.,"Mouse click or tap to play
",html5,false,720,1280,https://html5.gamedistribution.com/defe26a924f04941b0bac2c418af27a8/,defe26a924f04941b0bac2c418af27a8,https://html5.gamedistribution.com/defe26a924f04941b0bac2c418af27a8/,"<iframe src=""https://html5.gamedistribution.com/defe26a924f04941b0bac2c418af27a8/"" width=""720"" height=""1280"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/defe26a924f04941b0bac2c418af27a8-200x120.jpg
Save the Daddy,"Get ready to unlock a world of tricky puzzles and brain teasers in Save the Daddy. Each level is unique and carefully designed to challenge your mind and test your IQ. Pull the pin in the right order and help the man escape from dangerous monsters & obstacles safely and thoughtfully.
Play each level very cautiously by analyzing your move before pulling the pin. As you progress, levels increase in difficulty which will make you game challenging and earn more rewards.
","Easy to understand;
Nice and addictive gameplay;
Puzzle game;
Challenge your mind;
Awesome HD Graphics;
Challenging levels ,

Use the mouse or touch to play",html5,false,800,600,https://html5.gamedistribution.com/9cc53fd9cbba4dc8bcb40f72fd9325cf/,9cc53fd9cbba4dc8bcb40f72fd9325cf,https://html5.gamedistribution.com/9cc53fd9cbba4dc8bcb40f72fd9325cf/,"<iframe src=""https://html5.gamedistribution.com/9cc53fd9cbba4dc8bcb40f72fd9325cf/"" width=""800"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/9cc53fd9cbba4dc8bcb40f72fd9325cf-512x384.jpg
Get To The Chopper,"Gear up and fight your way to safety in Get To The Chopper, a thrilling 3D first-person shooter where every mission is a battle for survival! Your objective is clear: reach the extraction chopper while eliminating all enemies standing in your way. Armed with a fully customizable loadout—including a primary gun, secondary weapon, grenades, and a melee weapon—you’ll face waves of enemies across dynamic battlefields such as forests, deserts, and more.",Blast through enemies and fight your way to the extraction point in this intense 3D first-person shooter!,html5,false,1280,720,https://html5.gamedistribution.com/32ba9ee1361648f2abf104bfa088ea3f/,32ba9ee1361648f2abf104bfa088ea3f,https://html5.gamedistribution.com/32ba9ee1361648f2abf104bfa088ea3f/,"<iframe src=""https://html5.gamedistribution.com/32ba9ee1361648f2abf104bfa088ea3f/"" width=""1280"" height=""720"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/32ba9ee1361648f2abf104bfa088ea3f-512x384.jpg
Candy Pop Mania,"Dive into the enchanting world of matching games - Candy Pop Mania - where delightful fun and challenging games await! Pop, blast and match 3 sweets to keep on the adventure! Use combos and reach the best results!
Challenge yourself to win all of the levels of Candy Pop Mania!","- Swipe tiles horizontally or vertically to create a line of three or more matching items.
- Matches of four or more create special tiles with unique abilities.
- Use power-ups to help clear difficult parts of the board.
- Complete levels to earn rewards.",html5,false,720,1280,https://html5.gamedistribution.com/a98bcc305d9c43e9b492dfe1ae89916f/,a98bcc305d9c43e9b492dfe1ae89916f,https://html5.gamedistribution.com/a98bcc305d9c43e9b492dfe1ae89916f/,"<iframe src=""https://html5.gamedistribution.com/a98bcc305d9c43e9b492dfe1ae89916f/"" width=""720"" height=""1280"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/a98bcc305d9c43e9b492dfe1ae89916f-512x384.jpg
Klondike Solitaire,"Test your skill and logic with Klondike, the classic solitaire game loved by generations!

Stack the cards in ascending order, alternating colors, and complete all four suits to win the game.

With clean graphics, intuitive controls, and the option to play with one or three cards, Klondike offers hours of fun and relaxation.

Perfect for a quick break or a long strategic challenge!","Stack the cards in ascending order, alternating colors, and complete all four suits",html5,false,1600,768,https://html5.gamedistribution.com/673aec14f9ca48fb89efa3ea00befc8d/,673aec14f9ca48fb89efa3ea00befc8d,https://html5.gamedistribution.com/673aec14f9ca48fb89efa3ea00befc8d/,"<iframe src=""https://html5.gamedistribution.com/673aec14f9ca48fb89efa3ea00befc8d/"" width=""1600"" height=""768"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/673aec14f9ca48fb89efa3ea00befc8d-512x384.jpg
Butterfly Kyodai Rainbow,"Play Butterfly Kyodai Rainbow – a relaxing and colorful butterfly-matching puzzle game with fresh mechanics and vibrant rainbow visuals! Enjoy hundreds of exciting levels, earn daily rewards, take part in special events, and unlock beautiful new wings. A fun Mahjong-style connect game for all ages – no download required!","Tap or click two matching butterfly wings to connect them and set them free. Make sure the path between them is clear — other tiles will block the way. Your goal is to clear the entire board as quickly as possible. Stuck? Use boosters to help you out!
",html5,false,800,600,https://html5.gamedistribution.com/8aa0d6a6380147d0a9bf2a3c32d79011/,8aa0d6a6380147d0a9bf2a3c32d79011,https://html5.gamedistribution.com/8aa0d6a6380147d0a9bf2a3c32d79011/,"<iframe src=""https://html5.gamedistribution.com/8aa0d6a6380147d0a9bf2a3c32d79011/"" width=""800"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/8aa0d6a6380147d0a9bf2a3c32d79011-512x384.jpg
Royal Garden Match,"Welcome to Royal Garden Match! You’ve inherited a grand Royal Castle and a once-beautiful garden—now it’s up to you to bring its beauty to life! Solve exciting match-3 puzzles by combining exquisite royal flowers, fruits, and plants to unlock powerful boosters. With hundreds of challenging levels, unique royal characters, and a magical journey ahead, there's always something new to discover. Can you make the royal garden flourish? Play now and start your enchanting adventure!","Match three or more identical icons in this exciting tile-matching game! Swap flowers, fruits, and plants by dragging them to switch places—each move must form a valid match. Keep an eye on the panel to see which items to collect and how many moves you have. Match 4 or 5 pieces to unleash powerful line bursts, cross bursts, and color boosters. Merge boosters for even bigger effects! Strategize your moves, create stunning combos, and complete levels with dazzling garden magic! ",html5,false,800,600,https://html5.gamedistribution.com/b511303e158f4d15b58484a5558dd173/,b511303e158f4d15b58484a5558dd173,https://html5.gamedistribution.com/b511303e158f4d15b58484a5558dd173/,"<iframe src=""https://html5.gamedistribution.com/b511303e158f4d15b58484a5558dd173/"" width=""800"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/b511303e158f4d15b58484a5558dd173-512x512.jpg
Hole Digger,"Grab your shovel and start your journey deep into the earth. Mine valuable resources, upgrade your tools, level up your skills, and unlock new opportunities for even faster digging. The deeper you dig, the richer the treasures. Can you reach the very bottom?","You'll be digging the ground, extracting valuable resources, and selling them. Use the money you earn to upgrade your stats and speed up your digging.

Controls:

- WASD — Move
- Space — Jump
- Double Space + Hold — Fly (after purchasing the jetpack)
- Left Mouse Button — Dig/Collect resources
- E — Interact with elements in the garage
- Q — back to menu",html5,false,800,600,https://html5.gamedistribution.com/ddcd71fc39e745e28274a32671c254d3/,ddcd71fc39e745e28274a32671c254d3,https://html5.gamedistribution.com/ddcd71fc39e745e28274a32671c254d3/,"<iframe src=""https://html5.gamedistribution.com/ddcd71fc39e745e28274a32671c254d3/"" width=""800"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/ddcd71fc39e745e28274a32671c254d3-200x120.jpg
Container Sort Puzzle,"Container Sort Puzzle - Sort All the Cargo!
Get ready to test your brain with Container Sort Puzzle, the ultimate cargo-sorting challenge! Load the right containers onto the right ships and become a port master!
Perfect for fans of sort games, stacking puzzles, and logic-based challenges. Whether you're a casual player or a seasoned puzzler, Container Sort Puzzle will keep your brain sharp and entertained.","Your mission is simple: drag, stack, and sort containers based on color and type. But don’t be fooled—every level gets trickier! Plan your moves, unlock new harbors, and organize the chaos!",html5,false,800,600,https://html5.gamedistribution.com/07b2f2485f234eda9bfd8e6f4741b703/,07b2f2485f234eda9bfd8e6f4741b703,https://html5.gamedistribution.com/07b2f2485f234eda9bfd8e6f4741b703/,"<iframe src=""https://html5.gamedistribution.com/07b2f2485f234eda9bfd8e6f4741b703/"" width=""800"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/07b2f2485f234eda9bfd8e6f4741b703-512x384.jpg
Fruit Mahjong 3D,"Fruit Mahjong 3D is a relaxing puzzle game where you match pairs of fruit-themed tiles in 3D space. Rotate the view, find free tiles, and clear the board by matching identical pieces. Each level is handcrafted and fully solvable, offering a mix of easy and challenging layouts. The game starts with a short tutorial and gradually increases in difficulty. Use shuffle and hint buttons if you get stuck. Enjoy colorful graphics, smooth animations, and intuitive controls on both mobile and desktop.","Find and match two tiles with the same fruit-themed image. Tiles can only be matched if they’re not blocked by others. If you need help, use the ‘Hint’ and ‘Shuffle’ buttons.",html5,false,800,600,https://html5.gamedistribution.com/7471d734006a42daad94b42a9af4d09d/,7471d734006a42daad94b42a9af4d09d,https://html5.gamedistribution.com/7471d734006a42daad94b42a9af4d09d/,"<iframe src=""https://html5.gamedistribution.com/7471d734006a42daad94b42a9af4d09d/"" width=""800"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/7471d734006a42daad94b42a9af4d09d-512x384.jpg
Single Stroke: Energy Line Puzzle,"Single Stroke: Energy Line Puzzle is a fun and simple way to train your brain every day. This mind-challenging game has easy rules—just connect all the circles using a single continuous line. It’s a great way to keep your brain sharp with quick, clever puzzles. Spend just a few minutes daily to give your mind a boost. Enjoy this brain-training experience anytime, anywhere!","Simply draw a line to light up all the circles using one continuous stroke. If you get stuck, use a hint or restart the level to try again.",html5,false,600,800,https://html5.gamedistribution.com/2b786dec2ed949988bd249dde06263ed/,2b786dec2ed949988bd249dde06263ed,https://html5.gamedistribution.com/2b786dec2ed949988bd249dde06263ed/,"<iframe src=""https://html5.gamedistribution.com/2b786dec2ed949988bd249dde06263ed/"" width=""600"" height=""800"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/2b786dec2ed949988bd249dde06263ed-512x384.jpg
Geometry Dash Jump,"Get ready for an electrifying challenge in Geometry Dash Jump Test your reflexes and timing as you jump, fly, and dash through neon-lit obstacles in a world of glowing geometry. With fast-paced action, rhythmic music, and intense gameplay, this game will push your skills to the limit!",Mouse click or tap to play,html5,false,1280,720,https://html5.gamedistribution.com/8557e4decde449beb59541aa1d66a95b/,8557e4decde449beb59541aa1d66a95b,https://html5.gamedistribution.com/8557e4decde449beb59541aa1d66a95b/,"<iframe src=""https://html5.gamedistribution.com/8557e4decde449beb59541aa1d66a95b/"" width=""1280"" height=""720"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/8557e4decde449beb59541aa1d66a95b-512x384.jpg
Ballistic Breakthrough,"explore lush scenes, tackle tricky obstacles, and unlock upgrades. Every level blends fun challenges with strategic boosts",Swipe to control the turret and shoot—break obstacles,html5,false,750,1200,https://html5.gamedistribution.com/12bdc3306b614034b2df2e75c8dacce0/,12bdc3306b614034b2df2e75c8dacce0,https://html5.gamedistribution.com/12bdc3306b614034b2df2e75c8dacce0/,"<iframe src=""https://html5.gamedistribution.com/12bdc3306b614034b2df2e75c8dacce0/"" width=""750"" height=""1200"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/12bdc3306b614034b2df2e75c8dacce0-200x120.jpg
Perfect Cake Maker,"Get ready to make some seriously delicious cakes in Perfect Cake Maker! It’s a delightful casual simulation game. When you start, you’ll see a fully stocked kitchen and delicious guests waiting. First, choose the cake base based on your guests’ needs. Then comes the fun part – mixing the ingredients!","Mouse click or tap to play
",html5,false,750,1334,https://html5.gamedistribution.com/ed02c1def053408792bc58ab79069ad5/,ed02c1def053408792bc58ab79069ad5,https://html5.gamedistribution.com/ed02c1def053408792bc58ab79069ad5/,"<iframe src=""https://html5.gamedistribution.com/ed02c1def053408792bc58ab79069ad5/"" width=""750"" height=""1334"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/ed02c1def053408792bc58ab79069ad5-512x384.jpg
Italian Brainrot: Puzzle & Battle,"You have many parts of the same picture. Drag and drop the parts and assemble the character picture.

A game about Italian animal characters. Each level is a new character.

Unlock them all!",Drag and drop pieces of the picture from the bottom to assemble the whole picture. Insert the pieces in the correct place.,html5,false,800,600,https://html5.gamedistribution.com/76d4962cba62412c99813c9dce11f86e/,76d4962cba62412c99813c9dce11f86e,https://html5.gamedistribution.com/76d4962cba62412c99813c9dce11f86e/,"<iframe src=""https://html5.gamedistribution.com/76d4962cba62412c99813c9dce11f86e/"" width=""800"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/76d4962cba62412c99813c9dce11f86e-512x512.jpg
LOL Funny Dance,"LOL Funny Dance is a hilarious 2D game where you can distort the faces of politicians and celebrities to create the funniest expressions! Drag and move different points on the image to stretch, twist, and transform their looks into ridiculous and exaggerated versions. Watch them dance and react as you manipulate their faces in real time. Play the LOL Funny Dance game now. ",Mouse to play.,html5,false,480,854,https://html5.gamedistribution.com/5369dc36f4de456c953ac8d79aa93d32/,5369dc36f4de456c953ac8d79aa93d32,https://html5.gamedistribution.com/5369dc36f4de456c953ac8d79aa93d32/,"<iframe src=""https://html5.gamedistribution.com/5369dc36f4de456c953ac8d79aa93d32/"" width=""480"" height=""854"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/5369dc36f4de456c953ac8d79aa93d32-512x384.jpg
Sudoku Master,"Sudoku by in8finity is a classic puzzle game with a sleek dark theme, offering a smooth and enjoyable experience. Flexible settings let you adjust the difficulty to match your skill level. With intuitive controls and eye-friendly visuals, you can focus on solving puzzles without distractions. More than just a game, Sudoku trains logic, concentration, and memory. Challenge yourself and enjoy relaxing, distraction-free gameplay!","Sudoku is a logic-based puzzle where you must fill a 9×9 grid so that every row, every column, and each of the nine 3×3 squares contain the numbers 1 to 9 without repetition.

Select an empty cell and enter a number that follows the rules. Use logic and elimination to find the correct solutions. If you make a mistake, you can change the number or use hints.

Customize the difficulty to your liking, play at your own pace, and enjoy the challenge!",html5,false,1080,1920,https://html5.gamedistribution.com/e7bf98a6a5924866a8b103a67fb651b3/,e7bf98a6a5924866a8b103a67fb651b3,https://html5.gamedistribution.com/e7bf98a6a5924866a8b103a67fb651b3/,"<iframe src=""https://html5.gamedistribution.com/e7bf98a6a5924866a8b103a67fb651b3/"" width=""1080"" height=""1920"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/e7bf98a6a5924866a8b103a67fb651b3-512x384.jpg
Bolts,"Test your logic and strategy in this unique puzzle game. Solve intricate challenges by unscrewing bolts in the right order—every move counts.

Features:
Unique Levels – Each puzzle offers a fresh challenge.

Strategic Gameplay – The sequence of moves is key.

Engaging Puzzles – Designed to push your problem-solving skills.

Every detail matters. Can you master the mechanics?","Your task is to move all the bolts so that all the slats fall down. 

Just click on a bolt and move it to a free nut in the correct order to free a slat. Determine the correct order of moving.",html5,false,800,600,https://html5.gamedistribution.com/c1a0fe5ea12f4761a9785de17b83ac74/,c1a0fe5ea12f4761a9785de17b83ac74,https://html5.gamedistribution.com/c1a0fe5ea12f4761a9785de17b83ac74/,"<iframe src=""https://html5.gamedistribution.com/c1a0fe5ea12f4761a9785de17b83ac74/"" width=""800"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/c1a0fe5ea12f4761a9785de17b83ac74-512x384.jpg
Animal Sort - Cute Puzzle Game,"Are you a pet person? Do you wanna run a farm that is full of cute animals? Try Animal Sort, not only be an owner but also be in charge of keeping them in line - the game you should not look away.

This is not just a regular puzzle game, but it's also a fantastic one with a lot of mini games included. Moreover, we have an additional mode of building the pet city that you definitely won't be able to miss. Let's give it a try!",Use your mouse to move the pets.,html5,true,800,600,https://html5.gamedistribution.com/37a67d974d754010bc7dbb4d50db5c5c/,37a67d974d754010bc7dbb4d50db5c5c,https://html5.gamedistribution.com/37a67d974d754010bc7dbb4d50db5c5c/,"<iframe src=""https://html5.gamedistribution.com/37a67d974d754010bc7dbb4d50db5c5c/"" width=""800"" height=""600"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/37a67d974d754010bc7dbb4d50db5c5c-512x384.jpg
Clinic Cleanup Crew,"Players play the role of cleaners in the health center in the game. They are responsible for the cleaning and sanitation work in all areas within the health center, keeping the environment of the health center clean and hygienic and providing a good environment for clients.
The game features a fresh and lovely art style, with the details of characters and buildings depicted vividly, bringing players a healing visual enjoyment. ","There is a variety of cleaning tasks: including common cleaning jobs such as sweeping the floor, mopping the floor, wiping surfaces, and disposing of garbage. Different areas have their corresponding cleaning tasks and requirements.
When cleaning, players can also use a wide range of cleaning tools and equipment like brooms, mops, vacuum cleaners, rags, disinfectants and so on to complete the cleaning tasks. ",html5,false,750,1334,https://html5.gamedistribution.com/f67cf4d8f9164fe3a5c3a12d27de8606/,f67cf4d8f9164fe3a5c3a12d27de8606,https://html5.gamedistribution.com/f67cf4d8f9164fe3a5c3a12d27de8606/,"<iframe src=""https://html5.gamedistribution.com/f67cf4d8f9164fe3a5c3a12d27de8606/"" width=""750"" height=""1334"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/f67cf4d8f9164fe3a5c3a12d27de8606-512x512.jpg
Shoot N Crush,"Unleash your shooting skills and break bricks in Shoot N Crush. This game is the best choice for your leisure time. Your goal is to shoot with precision and flexibility. Use the bouncing ball to smash a solid brick with precision. Each level has a different objective and difficulty, you need to break these bricks in the smartest way possible.","Mouse click or tap to play
",html5,false,720,1280,https://html5.gamedistribution.com/fe32711331e04b19bb734ee5a57952f4/,fe32711331e04b19bb734ee5a57952f4,https://html5.gamedistribution.com/fe32711331e04b19bb734ee5a57952f4/,"<iframe src=""https://html5.gamedistribution.com/fe32711331e04b19bb734ee5a57952f4/"" width=""720"" height=""1280"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/fe32711331e04b19bb734ee5a57952f4-512x384.jpg
Smoke Trail,"Drift and earn in this fast-paced 2D endless drifting game!
Master the art of controlled slides across an ever-changing track. Rack up cash by chaining stylish drifts and maintaining momentum—then use your earnings to unlock a growing collection of iconic drift cars, each with its own unique stats and feel. But it’s not just about the money—complete challenges to test your skill, and unlock a special car.

Easy to pick up, hard to master—how far can you go before you crash?",WASD or arrow keys to move,html5,false,960,540,https://html5.gamedistribution.com/f2681c9b753a4035860b0596363ac707/,f2681c9b753a4035860b0596363ac707,https://html5.gamedistribution.com/f2681c9b753a4035860b0596363ac707/,"<iframe src=""https://html5.gamedistribution.com/f2681c9b753a4035860b0596363ac707/"" width=""960"" height=""540"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/f2681c9b753a4035860b0596363ac707-512x384.jpg
Potion Merge Witch,"Combine magical potions to create bigger ones! Potion Merge Witch brings you a relaxing and magical merging experience. Can you create the ultimate potion? Try it now!

- Combine identical potions to create new, bigger ones.
- Use three special buttons:  shake the cauldron, remove a potion or upgrade potions to speed up merging.

Help the witch craft the biggest and most powerful potion ever!","On Desktop: Move your mouse to control the witch’s position, and click to throw potions into the cauldron
On Mobile: Drag your finger to move the witch, and release to throw potions with a touch",html5,false,1280,720,https://html5.gamedistribution.com/7b79e8f21eea45188f483a9aa5eb3ff1/,7b79e8f21eea45188f483a9aa5eb3ff1,https://html5.gamedistribution.com/7b79e8f21eea45188f483a9aa5eb3ff1/,"<iframe src=""https://html5.gamedistribution.com/7b79e8f21eea45188f483a9aa5eb3ff1/"" width=""1280"" height=""720"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/7b79e8f21eea45188f483a9aa5eb3ff1-512x512.jpg
Alien Intelligence Test,"You've been abducted. To prove you're intelligent, aliens test you with strange puzzles and machines. Push buttons, solve challenges, survive the test.","Use only your mouse or touchpad. Click buttons, levers, and switches to discover logic patterns and complete each level.",html5,false,1280,720,https://html5.gamedistribution.com/8cb07fb9f07d43be8c7f7a737f5fe994/,8cb07fb9f07d43be8c7f7a737f5fe994,https://html5.gamedistribution.com/8cb07fb9f07d43be8c7f7a737f5fe994/,"<iframe src=""https://html5.gamedistribution.com/8cb07fb9f07d43be8c7f7a737f5fe994/"" width=""1280"" height=""720"" scrolling=""none"" frameborder=""0""></iframe>",https://img.gamedistribution.com/8cb07fb9f07d43be8c7f7a737f5fe994-512x384.jpg
